timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,FR_clav,FL_clav,BL_clav,BR_clav,FR_hum,FL_hum,BL_hum,BR_hum,FR_rad,FL_rad,BL_rad,BR_rad
2025-04-15 00:23:01,1.0749965454101562,-0.7422025146484375,-10.730811840820312,-3.595419847328244,0.3969465648854962,-1.4961832061068703,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 00:23:10,1.2330138549804688,-0.737414111328125,-10.75714805908203,-3.6106870229007635,0.15267175572519084,-1.3511450381679388,78,78,85,90,0,178,180,0,180,7,0,169
2025-04-15 00:23:17,1.1875240234375,-1.9800047729492187,-10.575188732910156,-3.6412213740458017,0.21374045801526717,-1.213740458015267,78,78,85,90,90,88,135,45,80,107,45,124
2025-04-15 00:23:24,1.1037269653320312,-3.1292215698242187,-10.311826550292968,-3.5877862595419847,0.2595419847328244,-1.251908396946565,78,78,85,90,60,118,135,45,60,127,45,124
2025-04-15 00:23:41,1.254561669921875,-0.6272808349609375,-10.752359655761719,-3.549618320610687,0.2748091603053435,-1.2442748091603053,78,78,85,90,60,118,120,60,80,107,100,69
2025-04-15 00:23:50,1.2401964599609374,-0.7350199096679687,-10.735600244140624,-3.6564885496183206,0.26717557251908397,-1.2595419847328244,78,78,85,90,0,178,180,0,180,7,0,169
2025-04-15 21:30:23,0.11252747802734374,0.35194764404296874,-10.613495959472656,-3.946564885496183,0.3435114503816794,-3.931297709923664,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 21:30:36,0.15562310791015624,0.37828386230468747,-10.639832177734375,-3.3740458015267176,0.32061068702290074,-1.2442748091603053,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 21:31:15,1.4101847778320311,0.296881005859375,-10.845733520507812,-3.6717557251908395,0.3816793893129771,-1.282442748091603,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 21:31:27,1.2952630981445312,-0.6703764648437499,-10.68053360595703,-3.4580152671755724,0.2824427480916031,-1.2748091603053435,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 21:32:38,1.3287819213867187,0.41898529052734373,-10.75714805908203,-3.564885496183206,0.26717557251908397,-1.4427480916030535,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 21:32:50,1.2880804931640624,-0.6871358764648438,-10.730811840820312,-3.7480916030534353,-0.015267175572519083,-1.3129770992366412,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 21:32:56,3.284844677734375,-5.322310290527343,-9.957484704589843,-25.099236641221374,-37.396946564885496,43.3206106870229,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:33:02,2.437297290039062,-0.2609679809570312,-10.721235034179687,-1.7404580152671756,0.015267175572519083,-2.351145038167939,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:33:08,2.8802245971679685,-0.8690952026367187,-10.254365710449218,-14.442748091603054,-18.49618320610687,-8.396946564885496,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:43:08,1.7741034301757812,-0.30406361083984373,-10.709264025878905,-3.618320610687023,0.24427480916030533,-1.6412213740458015,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 21:43:21,1.1372457885742187,-0.469263525390625,-10.582371337890624,-3.5801526717557253,0.26717557251908397,-1.0229007633587786,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 21:43:23,0.7541735229492187,0.10773907470703124,-10.350133776855468,13.114503816793894,14.740458015267176,30.572519083969464,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:43:25,1.3072341064453123,0.42377369384765623,-10.78348427734375,3.1297709923664123,5.557251908396947,22.732824427480917,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:43:27,1.5203180541992187,0.42377369384765623,-10.869675537109375,1.9694656488549618,7.900763358778626,17.358778625954198,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:56:36,1.7717092285156248,-0.22744915771484372,-10.764330664062498,-3.6946564885496183,-1.8091603053435115,-1.3511450381679388,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 21:56:48,1.1180921752929687,-0.3232172241210937,-10.848127722167968,-3.595419847328244,-1.786259541984733,-1.366412213740458,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 21:56:49,1.3670891479492187,0.29927520751953124,-12.026074938964843,-10.068702290076336,-0.35877862595419846,-1.0687022900763359,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:56:49,-0.23223756103515625,-0.3016694091796875,-12.026074938964843,-12.312977099236642,34.099236641221374,11.534351145038167,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:56:49,-0.20350714111328125,-2.288856787109375,-8.054094384765625,-24.106870229007633,21.977099236641223,12.770992366412214,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:57:16,1.6017209106445311,-0.12210428466796874,-10.771513269042968,-3.717557251908397,0.1450381679389313,-1.3053435114503817,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 21:57:28,1.2282254516601563,-0.47884033203125,-10.759542260742187,-3.519083969465649,0.16030534351145037,-1.5877862595419847,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 21:57:28,1.1563994018554686,-0.469263525390625,-11.700463513183593,-7.00763358778626,5.480916030534351,-1.5801526717557253,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:57:28,-0.22266075439453123,-1.3527239379882812,-11.020510241699219,-24.045801526717558,30.35114503816794,-5.099236641221374,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 21:57:28,0.7900865478515624,-1.446097802734375,-11.274295617675781,-5.183206106870229,5.526717557251908,-16.458015267175572,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 22:01:55,1.7238251953125,-0.26336218261718747,-10.778695874023438,-3.8473282442748094,-0.030534351145038167,-1.297709923664122,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:02:07,1.0558429321289062,-0.5530605834960938,-10.749965454101561,-3.595419847328244,0.46564885496183206,-2.0916030534351147,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:02:09,1.177947216796875,1.4317325927734375,-10.864887133789061,0.3053435114503817,4.465648854961832,19.6793893129771,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 22:02:12,-0.967257470703125,0.7876923461914062,-10.053252770996092,-26.328244274809162,-17.85496183206107,-81.54961832061069,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 22:02:14,1.6998831787109374,0.12689268798828124,-11.427524523925781,8.01526717557252,10.80916030534351,-12.183206106870228,78,78,85,90,60,118,120,60,60,127,120,29
2025-04-15 22:08:34,1.6424223388671875,-0.28490999755859375,-10.723629235839843,-3.7938931297709924,0.20610687022900764,-1.2748091603053435,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:08:46,0.9840168823242187,-0.6464344482421874,-10.752359655761719,-3.8931297709923665,0.04580152671755725,-1.16793893129771,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:10:26,1.0462661254882812,-0.19871873779296872,-10.766724865722656,-3.5801526717557253,0.3893129770992366,-2.0839694656488548,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:10:38,1.3024457031249999,-0.6727706665039062,-10.764330664062498,-3.6717557251908395,0.16030534351145037,-1.3969465648854962,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:18:43,1.3814543579101561,0.36631285400390623,-10.728417639160156,-3.480916030534351,0.5725190839694656,-2.7480916030534353,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:18:55,1.2401964599609374,-0.7445967163085937,-10.874463940429687,-3.633587786259542,0.21374045801526717,-1.2061068702290076,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:18:58,2.269703173828125,1.2473790649414063,-12.667720983886719,-25.984732824427482,24.48854961832061,16.068702290076335,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:19:01,3.854664672851562,0.02633621826171875,-19.6133,1.9694656488549618,-29.137404580152673,34.76335877862596,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:19:04,3.0526071166992184,-2.152387292480469,-8.346186987304687,-20.083969465648856,-14.396946564885496,29.763358778625953,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:26:26,1.2641384765625,0.37828386230468747,-10.769119067382812,-3.549618320610687,0.31297709923664124,-1.2900763358778626,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:26:38,1.1875240234375,-0.6177040283203125,-10.836156713867187,-3.480916030534351,0.3435114503816794,-1.3053435114503817,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:26:41,3.6343981201171873,-3.0406361083984375,-8.396465222167969,-3.6412213740458017,5.526717557251908,22.358778625954198,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:26:44,5.6311623046875,-3.5314474487304683,-10.189722265624999,-24.442748091603054,-56.603053435114504,-19.251908396946565,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:26:47,1.24498486328125,0.36631285400390623,-9.897629663085937,-10.34351145038168,-4.1679389312977095,12.946564885496183,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:30:19,1.426944189453125,0.47884033203125,-10.62307276611328,-3.969465648854962,0.1297709923664122,0.37404580152671757,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:30:31,1.2282254516601563,-0.6823474731445313,-10.800243688964843,-3.549618320610687,0.19083969465648856,-1.4122137404580153,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:30:34,-0.9552864624023437,-0.0526724365234375,-10.424354028320312,-20.625954198473284,32.98473282442748,-5.862595419847328,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:30:37,2.5067291381835934,-0.105344873046875,-11.190498559570312,-14.48091603053435,-22.38167938931298,12.16793893129771,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:30:40,1.9991583862304687,-1.7764976318359373,-8.839392529296875,-11.083969465648854,-1.0,-21.229007633587788,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:33:32,1.2761094848632812,0.34237083740234375,-10.766724865722656,-3.717557251908397,0.13740458015267176,-1.6717557251908397,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:33:44,1.2952630981445312,-0.7589619262695312,-10.766724865722656,-3.6106870229007635,0.2595419847328244,-1.4122137404580153,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:33:47,5.499481213378906,-2.4205378784179685,-11.956643090820311,6.99236641221374,16.091603053435115,22.50381679389313,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:33:49,4.321533996582031,-2.070984436035156,-11.9518546875,-36.3206106870229,30.549618320610687,38.05343511450382,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:33:52,-0.5602431884765625,-3.5314474487304683,-13.893552233886718,0.7557251908396947,-70.54198473282443,54.67175572519084,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:40:07,1.5275006591796874,0.39983167724609375,-10.694898815917968,-3.5877862595419847,0.030534351145038167,-1.5572519083969465,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:40:19,1.3383587280273437,-0.7134720947265625,-10.66137999267578,-3.595419847328244,0.2366412213740458,-1.450381679389313,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:40:22,-7.364564306640625,0.6272808349609375,3.4739866088867184,-31.458015267175572,-5.908396946564886,1.213740458015267,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:40:25,0.7038952880859375,-0.00239420166015625,-9.313444458007812,-7.801526717557252,-0.6030534351145038,2.8931297709923665,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:40:28,-0.8858546142578124,1.7238251953125,-10.330980163574218,-3.66412213740458,0.3435114503816794,-1.0305343511450382,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:47:15,2.27927998046875,-0.5267243652343749,-10.687716210937499,-0.44274809160305345,4.435114503816794,-3.4656488549618323,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:47:27,3.143586779785156,-1.3718775512695311,-10.374075793457031,30.076335877862597,3.1297709923664123,24.282442748091604,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:47:30,1.8722656982421875,-1.3910311645507811,-10.639832177734375,-3.114503816793893,-9.022900763358779,-5.694656488549619,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:47:33,1.6639701538085936,-0.316034619140625,-11.585541833496093,-28.47328244274809,-22.290076335877863,4.099236641221374,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:47:36,2.2744915771484373,-1.2138602416992186,-10.194510668945313,3.801526717557252,7.6183206106870225,28.641221374045802,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:52:22,1.6112977172851561,0.05746083984375,-10.809820495605468,-3.5877862595419847,0.3969465648854962,-0.9465648854961832,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 22:52:34,1.0031704956054688,-0.19871873779296872,-10.82179150390625,-3.5572519083969465,-0.21374045801526717,-2.877862595419847,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 22:52:38,1.5083470458984374,0.46208092041015625,-9.639055883789062,-6.33587786259542,-0.4732824427480916,4.66412213740458,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:52:41,5.683834741210937,-2.2960393920898436,-11.578359228515625,-42.18320610687023,-52.2442748091603,-17.85496183206107,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 22:52:44,1.3862427612304686,1.2569558715820313,-11.506533178710937,-11.641221374045802,1.6870229007633588,-1.7557251908396947,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:34:46,0.055066638183593745,-0.2561795776367187,-10.721235034179687,-3.7709923664122136,-1.7251908396946565,-11.396946564885496,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 23:34:59,1.3431471313476562,-0.55545478515625,-10.627861169433594,-3.633587786259542,0.25190839694656486,-1.4885496183206106,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 23:35:02,1.0366893188476562,0.612915625,-11.003750830078124,-9.13740458015267,1.786259541984733,-3.450381679389313,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:35:05,1.2473790649414063,-0.46208092041015625,-10.460267053222656,-12.206106870229007,6.32824427480916,9.374045801526718,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:35:08,2.128445275878906,-0.9241618408203125,-9.861716638183593,-37.06870229007634,-26.366412213740457,7.038167938931298,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:36:48,1.350329736328125,0.13168109130859373,-10.673351000976561,-3.5572519083969465,0.04580152671755725,-1.6793893129770991,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 23:37:00,1.8698714965820311,-0.8355763793945312,-10.704475622558594,-3.1374045801526718,-0.3053435114503817,2.351145038167939,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 23:37:03,1.3168109130859373,0.9337386474609375,-10.893617553710937,-12.335877862595419,6.129770992366412,-2.687022900763359,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:37:06,0.0,0.0,0.0,0.0,0.0,0.0,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:37:09,0.0,0.0,0.0,0.0,0.0,0.0,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:51:12,1.4796166259765624,-0.055066638183593745,-10.68053360595703,-9.51908396946565,-1.3969465648854962,72.10687022900764,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-15 23:51:24,1.1252747802734375,-0.5243301635742187,-10.635043774414061,-3.519083969465649,0.35877862595419846,-1.1374045801526718,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-15 23:51:28,1.1731588134765625,0.5219359619140624,-10.800243688964843,-7.641221374045801,2.8625954198473282,3.1908396946564888,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:51:31,1.3311761230468748,0.3136404174804687,-11.075576879882812,-9.931297709923664,3.801526717557252,-0.15267175572519084,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-15 23:51:34,3.5338416503906247,-0.08140285644531249,-13.699621899414062,-29.633587786259543,-18.106870229007633,-8.351145038167939,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-16 00:10:20,-0.6488286499023437,-0.5386953735351562,-10.666168395996094,-3.618320610687023,0.2900763358778626,-10.320610687022901,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-16 00:10:32,1.2713210815429687,-0.49320554199218747,-10.726023437499999,-3.549618320610687,0.3435114503816794,-1.1755725190839694,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-16 00:10:35,0.0,0.0,0.0,0.0,0.0,0.0,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-16 00:11:06,1.3527239379882812,0.11731588134765625,-10.663774194335938,-9.076335877862595,2.2442748091603053,72.29007633587786,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-16 00:11:18,1.1180921752929687,-0.4429273071289062,-10.594342346191405,-3.6564885496183206,0.1297709923664122,-1.4351145038167938,78,78,85,90,60,118,120,60,60,127,120,49
2025-04-16 00:11:21,0.3112462158203125,0.0047884033203125,-10.079588989257813,-25.31297709923664,-25.519083969465647,46.49618320610687,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-16 00:11:24,1.7381904052734374,-1.216254443359375,-10.888829150390624,-28.022900763358777,-35.29007633587786,18.099236641221374,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-16 00:11:27,4.76924970703125,-1.3910311645507811,-9.176974963378905,-31.52671755725191,-29.15267175572519,-18.793893129770993,78,78,85,90,60,118,120,60,60,127,140,29
2025-04-16 00:18:03,1.3024457031249999,0.29448680419921874,-10.651803186035156,-3.6412213740458017,0.26717557251908397,-1.0763358778625953,90,90,90,90,60,60,60,60,90,90,90,90
2025-04-16 00:18:15,1.2521674682617188,-0.7062894897460937,-10.78348427734375,-3.5877862595419847,0.48091603053435117,-1.0610687022900764,78,78,85,90,60,118,120,60,60,127,120,49
